Comarca,Municipi,Codi municipi,Refugi climàtic,Latitud,Longitud,Tipologia,Nom,Adreça,Telèfon,Correu,Horari,Gratuïtat,Accessibilitat,Aigua,Lavabo,Mobiliari per seure,Capacitat,Georeferència
Barcelonès,Barcelona,080193,Sí,41.39359774,2.13697577,Parc densament arbrat,Jardins de Piscines i Esports,"C. del Doctor Fleming, 8",NA,NA,dl. a dv. 10:00 - 21:00 | ds. 10:00 - 21:00 | dg. 10:00 - 21:00,Sí,Sí,Sí,No,NA,,POINT (2.13697577 41.39359774)
Alt Penedès,Vilafranca del Penedès,083054,Sí,41.35388863,1.70161546,Equipament cívic,Casal de la gent gran de l'Espirall,"C. Gelida, 15",935386428,NA,10:00 - 13:30 i 15:30 - 19:30,Sí,Sí,Sí,Sí,Sí,,POINT (1.70161546 41.35388863)
Solsonès,Sant Llorenç de Morunys,251930,Sí,42.13350028,1.5914873,Altres,Gimnàs municipal,"C. Creueta, s/n",973492050,alcaldiapiteus@gmail.com,Indefinit,Sí,Sí,Sí,Sí,Sí,30,POINT (1.5914873 42.13350028)
Maresme,Dosrius,080752,Sí,41.61986942,2.42754294,Parc densament arbrat,Camins saludables de la Zona esportiva de Can Massuet del Far,Zona esportiva de Can Massuet del Far,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.42754294 41.61986942)
Baix Empordà,Palafrugell,171175,Sí,41.92264959,3.16948144,Equipament cívic,Cafeteria de la residència Palafrugell Gent Gran,"Av. Mestre Josep Bonay i Vidal, 15",972613500,resige@pfgg.cat,"dl. a dv. 09:00 - 16:00 | ds., dg. i festius 09:00 - 15:30",Sí,Sí,Sí,Sí,Sí,60,POINT (3.16948144 41.92264959)
Baix Ebre,Deltebre,439018,Sí,40.71152759,0.73976364,Parc densament arbrat,Parc José del Pas,Pg. Paco del Chapero,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (0.73976364 40.71152759)
Vallès Occidental,Rubí,081846,Sí,41.48625451,2.03065831,Parc densament arbrat,Rambleta de Joan Miró (zona de til·lers),"Rblt. de Joan Miró, 6",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.03065831 41.48625451)
Tarragonès,Tarragona,431482,Sí,41.12470667,1.20452593,Altres,Palau municipal,"Pl. de la Font, 1",977296100,ajuntament@tarragona.cat,08:00 - 15:00,Sí,Sí,Sí,Sí,Sí,10,POINT (1.20452593 41.12470667)
Tarragonès,"Canonja, la",439076,Sí,41.11949404,1.18320823,Biblioteca,Biblioteca La Canonja,"Pl. del Castell, 1, 43110 la Canonja",977545308,biblioteca@lacanonja.cat,09:00 - 13:00 i 16:00 - 20:00 || Agost tancat,Sí,Sí,Sí,Sí,Sí,50,POINT (1.18320823 41.11949404)
Segarra,"Oluges, les",251522,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Osona,Malla,081115,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Barcelonès,Barcelona,080193,Sí,41.38049457,2.17035293,Biblioteca,Biblioteca Sant Pau - Santa Creu,"Carme, 47",NA,b.barcelona.spsc@diba.cat,"Juliol i Setembre: dt. i dj. 09:30 - 13:30 | dl., dt., dc., dj. i dv. 15:00 - 20:00 || Agost: dt. i dj. 09:30 - 13:30 | dl., dt., dc., dj. i dv. 15:00 - 20:00 | Tancat de l'1 al 18 d'agost",Sí,Sí,No,Sí,Sí,,POINT (2.17035293 41.38049457)
Barcelonès,Barcelona,080193,Sí,41.37741039,2.14191993,Piscina,Piscines del Centre Esportiu Municipal l'Espanya Industrial,"Parc de l'Espanya Industrial, s/n",NA,espanyaindustrial@atlesesports.cat,Juliol i Agost: dl. a dv. 06:00 - 23:00 | ds. 08:00-21:00 | dg. 08:00 - 14:30 || Setembre: Indefinit,No,Sí,NA,NA,NA,,POINT (2.14191993 41.37741039)
Barcelonès,Barcelona,080193,Sí,41.43706358,2.18297702,Parc densament arbrat,Parc Esportiu Can Dragó,"C. Rosselló i Porcel, 7",NA,NA,Indefinit,Sí,Sí,Sí,No,NA,,POINT (2.18297702 41.43706358)
Barcelonès,Barcelona,080193,Sí,41.39956717,2.11099114,Parc densament arbrat,Parc del Castell de l'Oreneta,"C. Montevideo, 45",NA,NA,Indefinit,Sí,Sí,Sí,Sí,NA,,POINT (2.11099114 41.39956717)
Alt Empordà,Garrigàs,170754,Sí,42.1909072,2.954752,Espai cultural,Sala La Llar,"C. Gran, 26, Edifici 1 d'octubre, 17476 Garrigàs",972568083,administrativa@ajuntamentdegarrigas.cat,15:00 - 21:00,Sí,Sí,Sí,Sí,Sí,15,POINT (2.954752 42.1909072)
Vallès Occidental,Terrassa,082798,Sí,41.55591253,2.02046857,Biblioteca,Biblioteca Districte 3,"C. del Germà Joaquim, 66",937397014,bd3@terrassa.cat,"dl., dc. i dv. 16:00 - 20:00 | dt. i dj. 09:30 - 13:30 i 16:00 - 20:00",Sí,Sí,No,Sí,Sí,,POINT (2.02046857 41.55591253)
Vallès Occidental,Rubí,081846,Sí,41.49994462,2.03477207,Equipament cívic,Residència Rubí,"C. de Lepant 31, 08191 Rubí",935078099,rubi@mutuam.com,10:00 - 20:00,Sí,Sí,No,Sí,Sí,10,POINT (2.03477207 41.49994462)
Vallès Occidental,Barberà del Vallès,082520,Sí,41.5194958,2.12301052,Piscina,Piscina Can Llobet,"C. Doctor Moragas, 268",937297171,barbera@bdv.cat,NA,No,Sí,Sí,Sí,Sí,,POINT (2.12301052 41.5194958)
Vallès Occidental,Santa Perpètua de Mogoda,082606,Sí,41.53307953,2.18942306,Parc densament arbrat,Parc de la Ribera,"C. de les Minetes, 08130 Santa Perpètua de Mogoda",NA,NA,Indefinit,Sí,Sí,No,No,Sí,,POINT (2.18942306 41.53307953)
Barcelonès,Barcelona,080193,Sí,41.37849,2.17606486,Biblioteca,Biblioteca Gòtic-Andreu Nin,"La Rambla, 30-32",NA,b.barcelona.an@diba.cat,"Juliol i Setembre: dt., dc. i dv. 09:30 - 13:30 i 15:30 - 20:00 | dl., i dj. 15:30 - 20:00 || Agost: Tancat",Sí,Sí,No,Sí,Sí,,POINT (2.17606486 41.37849)
Barcelonès,Barcelona,080193,Sí,41.42272739,2.18501489,Equipament cívic,Casal de gent gran La Palmera,"C. Olesa, 41-43",NA,gestiopalmera@bcn.cat,Juliol i Setembre: dl. a dv. 09:30 - 13:00 i 16:00 - 19:30 | ds. 10:00 - 13:00 i 16:00 - 19:30 || Agost: dl. a dv. 16:00 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.18501489 41.42272739)
Baix Llobregat,"Prat de Llobregat, el",081691,Sí,41.31988721,2.08625683,Equipament cívic,Centre cívic Sant Jordi - Ribera Baixa,"C. de Dolores Ibárruri, 45",933741580,ccriberabaixa@elprat.cat,dl. a dv. 09:00 - 14:00 i 15:00 - 21:00 || Tancat del 5 al 25 d'agost,Sí,Sí,Sí,Sí,Sí,54,POINT (2.08625683 41.31988721)
Ribera d'Ebre,Garcia,430653,Sí,41.13696156,0.6495972,Sala polivalent,Casal del Maig,"C. Centre, 6",977400638,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,200,POINT (0.6495972 41.13696156)
Barcelonès,Barcelona,080193,Sí,41.38232653,2.13414109,Equipament cívic,Casal de gent gran Can Novell,"C. Caballero, 29",NA,gentgranlescorts@bcn.cat,Juliol i Setembre: dl. a dv. 09:30 - 13:00 i 16:00 - 19:30 || Agost: Tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.13414109 41.38232653)
Maresme,"Masnou, el",081189,Sí,41.47919247,2.31914488,Altres,Casa de la Vila,"C. Prat de la Riba, 1",NA,NA,"dl., dt., dc. i dv. 08:30 - 14:00 | dj. 08:30 - 14:00 i 16:00 - 19:00",Sí,Sí,Sí,Sí,Sí,,POINT (2.31914488 41.47919247)
Barcelonès,Barcelona,080193,Sí,41.38390444,2.16676413,Espai cultural,Pati de les Dones CCCB,"C. de Montalegre, 5",NA,info@cccb.org,Agost i Setembre: dl. a dv. 09:00 - 21:00 | ds. 09:00 - 21:00 | dg. 09:00 - 21:00 || Juliol: Indefinit,Sí,NA,NA,NA,NA,,POINT (2.16676413 41.38390444)
Maresme,"Masnou, el",081189,Sí,41.48752348,2.30777747,Equipament cívic,Casal de gent gran Can Mandri,"C. Ametllers, 12",NA,NA,dl. a ds. 10:00 - 13:00 i 17:00 - 20:00 | dg. 18:00 - 21:00 || Agost tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.30777747 41.48752348)
Barcelonès,Barcelona,080193,Sí,41.38252085,2.16774979,Centre educatiu,Escola Bressol Municipal Canigó,"C. Àngels, 7",NA,ebmcanigo@bcn.cat,Juliol i Agost: Tancat | ds. 10:30 - 13:00 || Setembre: Tancat | Fins el 14: ds. 10:30 - 13:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.16774979 41.38252085)
Baix Ebre,Deltebre,439018,Sí,40.72392967,0.68225204,Parc densament arbrat,Molí dels Mirons,C. Reis Catòlics,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (0.68225204 40.72392967)
Alt Camp,Valls,431613,Sí,41.28760134,1.25161472,Altres,Passeig dels Caputxins,Pg. dels Caputxins,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (1.25161472 41.28760134)
Osona,Vic,082981,Sí,41.92312034,2.24838704,Parc densament arbrat,Parc del Blanqueig,Parc del Blanqueig,928862100,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.24838704 41.92312034)
Osona,Vic,08500,Sí,41.9289008,2.1082935,Equipament cívic,Casal Cívic i Comunitari Vic,"Rbla. de l'Hospital, 15",938850150,vicrambla.casal@gencat.cat,dl. a dv. 09:00 - 21:00 | dg. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,50,POINT (2.1082935 41.9289008)
Bages,Mura,081398,Sí,41.70271638,1.97277463,Piscina,Piscina municipal de Mura,"Ctra. de Rocafort, s/n, 08278 Mura",938317226,mura@diba.cat,11:00 - 20:00,No,Sí,Sí,Sí,Sí,65,POINT (1.97277463 41.70271638)
Priorat,"Guiamets, els",430705,Sí,41.10134976,0.75254093,Equipament cívic,Casal de l'Era,"Av. Carretera, 35, Els Guiamets",977413110,aj.guiamets@altanet.org,Indefinit,Sí,Sí,No,Sí,Sí,25,POINT (0.75254093 41.10134976)
Vallès Occidental,Castellar del Vallès,080517,Sí,41.61646793,2.08725318,Equipament cívic,Edifici El Mirador,"Pl. Mirador, s/n",937144040,ajuntament@castellarvalles.cat,08:30 - 14:30,Sí,Sí,Sí,Sí,Sí,40,POINT (2.08725318 41.61646793)
Barcelonès,Barcelona,080193,Sí,41.38379803,2.17775106,Espai cultural,Museu d'Història de Barcelona - Pati de Padellàs,"C. Veguer, 2-4",NA,museuhistoria@bcn.cat,Juliol i Agost: dt. a dg. 10:00 - 19:00 || Setembre: dt. a dg. 11:00 - 19:00,Sí,Sí,No,Sí,Sí,,POINT (2.17775106 41.38379803)
Barcelonès,Barcelona,080193,Sí,41.42513124,2.20436674,Piscina,Piscina del Centre Esportiu Municipal La Verneda,"C. Binèfar, 10-14",NA,NA,Juliol i Agost: dl. a dv. 07:00 - 22:30 | ds. 07:00 - 19:00 | dg. 08:00 - 15:00 || Setembre: Indefinit,No,Sí,NA,NA,NA,,POINT (2.20436674 41.42513124)
Barcelonès,Barcelona,080193,Sí,41.38771122,2.11262434,Biblioteca,Biblioteca Rector Gabriel Ferraté (UPC),"C. Jordi Girona, 1-3",NA,biblioteca.ferrate@upc.edu,Juliol: dl. a dv. 09:00 - 14:30 || Agost: dl. a dv. 09:00 - 14:30 | del 7 al 27 d'agost || Setembre: Dia 1: dl. a dv. 09:00 - 14:30 | Del 4-8: dl. a dv. 09:00 - 20:00 | Després: dl. a dv. 09:00 - 21:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.11262434 41.38771122)
Pla de l'Estany,Banyoles,170157,Sí,42.11808599,2.7617097,Altres,Plaça de les Rodes,Pl. de les rodes,NA,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.7617097 42.11808599)
Barcelonès,Barcelona,080193,Sí,41.4014985,2.15823157,Biblioteca,Biblioteca Vila de Gràcia,"Torrent de l’Olla, 104",NA,b.barcelona.vg@diba.cat,dt. i dv. 09:30 - 13:30 i 15:00 - 20:00 | dc. 09:30 - 20:00 | dl. i dj. 15:00 - 20:00,Sí,Sí,No,Sí,Sí,,POINT (2.15823157 41.4014985)
Barcelonès,Barcelona,080193,Sí,41.43601406,2.18702116,Equipament cívic,Casal de gent gran Basconia,"C. Segadors, 2",NA,casalbasconia@gmail.com,Juliol i Agost: Tancat || Setembre: dl. a dv. 09:30 - 13:00 i 16:00 - 19:30 | ds. 10:00 - 13:00 i 16:00 - 19:30,Sí,Sí,Sí,Sí,Sí,,POINT (2.18702116 41.43601406)
Bages,Manresa,081136,Sí,41.72389101,1.82653503,Altres,Oficina d'Atenció Econòmica (OAE),"Pl. Major, 17",938782401,oae@ajmanresa.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,5,POINT (1.82653503 41.72389101)
Tarragonès,Tarragona,431482,Sí,41.16195149,1.24349458,Equipament cívic,Centre cívic Sant Salvador,"Av. dels Pins, s/n, 43130 Sant Salvador, Tarragona",977521133,ajuntament@tarragona.cat,08:00 - 15:00,Sí,Sí,Sí,Sí,Sí,10,POINT (1.24349458 41.16195149)
Baix Empordà,"Bisbal d'Empordà, la",170221,Sí,41.95250774,3.02996244,Parc densament arbrat,Font de l'Arbre,Camí de la Font de l'Arbre,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (3.02996244 41.95250774)
Vallès Occidental,Sabadell,08202,Sí,41.551043,2.1230097,Equipament cívic,Casal Cívic i Comunitari Sabadell - Torre Romeu,"C. d'Anoia, s/n",937275976,sabadelltorreromeu.casal@gencat.ca,Juliol: dl. a dv. 09:00 - 21:00 | dg. 10:00 - 21:00 || Agost: dl. a dv. 11:00 - 19:00,Sí,Sí,Sí,Sí,Sí,200,POINT (2.1230097 41.551043)
Pla d'Urgell,Sidamon,252056,Sí,41.62865999,0.83118646,Equipament cívic,Centre de serveis polivalent,"Carretera, 21",973560421,ajuntament@sidamon.cat,11:00 -20:00,Sí,Sí,Sí,Sí,Sí,100,POINT (0.83118646 41.62865999)
Vallès Occidental,Terrassa,082798,Sí,41.57000174,2.00744363,Altres,Alberg municipal,"Pg. del Vint-i-dos de Juliol, 216",937837777,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.00744363 41.57000174)
Barcelonès,Barcelona,080193,Sí,41.42946061,2.1519214,Sala polivalent,Torre Jussana- Serveis per a associacions,"Av. Cardenal Vidal i Barraquer, 30",NA,tjussana@bcn.cat,Juliol: dl. a dj. 09:00 - 20:00 | dv. 09:00 - 18:00 | ds. Indefinit | dg. Indefinit || Agost: dl. a dv. 09:00 - 15:00 | Tancat fins l'última d'agost || Setembre: dl. a dj. 09:00 - 20:00 | dv. 09:00 - 18:00  | ds. Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.1519214 41.42946061)
Barcelonès,Barcelona,080193,Sí,41.3780061,2.12184257,Biblioteca,Biblioteca Les Corts-Miquel Llongueras,"Trav. de les Corts, 58",NA,b.barcelona.ml@diba.cat,Juliol i Setembre: dl. i dc. 15:30 - 20:00 | dt. i dv. 09:30 - 13:30 i 15:30 - 20:00 | dj. 09:30 - 20:00 || Agost: Tancat,Sí,Sí,No,Sí,Sí,,POINT (2.12184257 41.3780061)
Baix Empordà,Bellcaire d'Empordà,170182,Sí,42.08243058,3.09588494,Sala polivalent,Local social,"C. Orient, s/n - Zona esportiva",972788105,ajuntament@bellcaire.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,150,POINT (3.09588494 42.08243058)
Osona,Tona,082830,Sí,41.84947959,2.22772867,Altres,Bar Can Codina,"Ctra. de Manresa, 2",938125626,NA,Indefinit,Sí,Sí,No,Sí,No,110,POINT (2.22772867 41.84947959)
Baix Llobregat,"Prat de Llobregat, el",081691,Sí,41.32242009,2.09888364,Equipament cívic,Centre cívic Jardins de la Pau,"Jdins. de la Pau, s/n",934782141,ccjardinspau@elprat.cat,dl. a dv. 10:00 - 14:00 i 16:00 - 20:00 || Tancat del 5 al 25 d'agost,Sí,Sí,No,Sí,Sí,120,POINT (2.09888364 41.32242009)
Solsonès,Olius,251517,Sí,41.97218124,1.56162993,Piscina,Piscines municipals pi,Urb. el pi de sant just 25280,973480961,ajuntament@olius.cat,Indefinit,No,Sí,Sí,Sí,Sí,,POINT (1.56162993 41.97218124)
Priorat,Ulldemolins,431573,Sí,41.31945671,0.87960898,Piscina,Piscina municipal,"Av. Duc de Cardona, 13, 43363 Ulldemolins, Tarragona",NA,ajuntament@ulldemolins.cat,10:00 - 19:30,No,Sí,Sí,Sí,Sí,100,POINT (0.87960898 41.31945671)
Ribera d'Ebre,Ascó,430192,Sí,41.18623048,0.56743697,Piscina,Piscina municipal,"C. Margarita Sevil, s/n",NA,NA,10:00 - 20:00,No,Sí,Sí,Sí,Sí,,POINT (0.56743697 41.18623048)
Barcelonès,Barcelona,080193,Sí,41.40284978,2.1906642,Equipament cívic,Casal de barri La Llacuna,"C. Bolívia, 49",NA,NA,Juliol i Setembre: dl. a dv. 10:00 - 14:00 i 16:30 - 20:30 || Agost: Tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.1906642 41.40284978)
Garrotxa,Olot,171143,Sí,42.17989308,2.48900407,Espai cultural,Museu dels Sants,"C. Joaquim Vayreda, 9",972266791,NA,dt. a dv. 10:00 - 13:00 | ds. 11:00 - 14:00 i 16:00 - 19:00 | dg. i festius 11:00 - 14:00,No,Sí,Sí,Sí,Sí,,POINT (2.48900407 42.17989308)
Lluçanès,Perafita,081607,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Segrià,Llardecans,251253,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Vallès Occidental,Rubí,081846,Sí,41.49397012,2.0311326,Equipament cívic,Casa de la vila,"Pl. de Pere Aguilera, 1, 08191 Rubí",935887000,oac@ajrubi.cat,dl. a dj. 08:00 - 20:00 | dv. 08:00 - 19:00 || Agost: 08:00 - 15:00,Sí,Sí,Sí,No,Sí,5,POINT (2.0311326 41.49397012)
Berguedà,Montclar,081304,Sí,42.01823774,1.76512402,Sala polivalent,Coworking de Montclar,"Casa de la Vila, s/n",938231092,montclar@diba.cat,dl. de 08:00 - 15:00 | dc. de 08:00 - 15:00 i 16:00 - 19:00,Sí,Sí,No,Sí,Sí,10,POINT (1.76512402 42.01823774)
Priorat,Falset,430555,Sí,41.1467852,0.82479773,Parc densament arbrat,Bosquet del Tancat,"Av. de Reus, s/n",NA,NA,Indefinit,Sí,Sí,No,No,Sí,,POINT (0.82479773 41.1467852)
Baix Llobregat,Sant Boi de Llobregat,082009,Sí,41.34072627,2.03585313,Biblioteca,Biblioteca Jordi Rubio i Balaguer,"C. Baldiri Aleu, 6-8",936309760,NA,Juliol i agost: dl. a dj. 15:00 - 21:00 | dv. 09:00 - 15:00 || Setembre: dl. 15:00 - 21:00 | dt. a dv. 09:00 - 21:00 | ds. 09:00 - 15:00,Sí,Sí,Sí,Sí,No,,POINT (2.03585313 41.34072627)
Baix Penedès,Sant Jaume dels Domenys,431378,Sí,41.2944072,1.5628793,Piscina,Piscina municipal,"C. Marinada, 8",977677113,NA,11:00 - 20:00,No,Sí,No,Sí,Sí,200,POINT (1.5628793 41.2944072)
Baix Llobregat,Olesa de Montserrat,081477,Sí,41.54556986,1.89436002,Altres,Cal Rapissa - Servei de Promoció Econòmica,"C. Ample, 25, 08640 Olesa de Montserrat, Barcelona",NA,NA,Juny: dl. a dj. 10:00 - 13:30 | dt. 16:00 - 18:00 || Juliol i agost: dl. a dv. 10:00 - 13:30,Sí,Sí,Sí,Sí,Sí,,POINT (1.89436002 41.54556986)
Anoia,Igualada,081022,Sí,41.58618081,1.6050156,Equipament cívic,Centre cívic de Fàtima,"Av. Nostra Sra. de la Pietat, 42",938052621,NA,09:00 - 14:00 i 16:00 - 20:00 (no tanca al migdia en cas d'onada de calor) || Agost: 12:00 - 18:00,Sí,Sí,Sí,Sí,Sí,,POINT (1.6050156 41.58618081)
Barcelonès,Barcelona,080193,Sí,41.38374889,2.11274998,Biblioteca,Biblioteca de l'Escola Politècnica Superior d'Edificació de Barcelona (UPC),"Av. Doctor Marañón, 44-50",NA,NA,Juliol: dl. a dv. 08:30 - 14:00 || Agost: Tancat || Setembre: Del 1-6: dl. a dv. 08:30 - 14:00 | Després: dl. a dv. 08:30 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.11274998 41.38374889)
Osona,Roda de Ter,081831,Sí,41.97779196,2.30782905,Parc densament arbrat,Jardins de la Blava,Jardins de la Blava,NA,NA,09:00 - tancament de la Guingueta,Sí,Sí,Sí,Sí,Sí,,POINT (2.30782905 41.97779196)
Tarragonès,Tarragona,431482,Sí,41.11609593,1.2579699,Parc densament arbrat,Parc de la Reconciliació,"Via Augusta, 43003 Tarragona",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,30,POINT (1.2579699 41.11609593)
Gironès,Girona,170792,Sí,41.99397547,2.80881092,Equipament cívic,Centre cívic Ter,"C. Can Sunyer, 46, 17007 Girona",972414952,ccter@ajgirona.cat,dl. a dv. 09:00 - 13:00 i 16:00 - 20:00 || Agost tancat,Sí,Sí,No,Sí,Sí,10,POINT (2.80881092 41.99397547)
Barcelonès,Barcelona,080193,Sí,41.43358575,2.16109427,Piscina,Piscines del Centre Esportiu Municipal Horta,"C. Feliu i Codina, 27",NA,info@hortaesportiva.cat,Juliol i Agost: dl. a dv. 07:00 - 23:00 | ds. 08:00 - 20:00 | dg. 09:00  - 14:00 || Setembre: Indefinit,No,Sí,NA,NA,NA,,POINT (2.16109427 41.43358575)
Noguera,Térmens,252206,Sí,41.71640434,0.76159311,Poliesportiu,Pavelló Poliesportiu,"Pg. Pau Casals, 29",973180010,ajuntament@termens.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,1600,POINT (0.76159311 41.71640434)
Baix Ebre,Deltebre,439018,Sí,40.72379212,0.83788163,Parc densament arbrat,Plaça Eliseo Vives - Riumar,Pl. Eliseo Vives,NA,NA,Indefinit,Sí,Sí,No,No,Sí,,POINT (0.83788163 40.72379212)
Vallès Occidental,Rubí,081846,Sí,41.52936267,1.99940455,Parc densament arbrat,Torrent de Can Matalí,Torrent de Can Matalí,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (1.99940455 41.52936267)
Ribera d'Ebre,Tivissa,431508,Sí,41.04174279,0.73870651,Altres,Càmping Alberg municipal de Tivissa,"C. Foig, 3",652480805,informacio@albergcampingtivissa.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,50,POINT (0.73870651 41.04174279)
Alt Penedès,Pacs del Penedès,081542,Sí,41.363759,1.64960678,Equipament cívic,Local social Barri Pla De Cavalls,"C. de l'esport, s/n",938171485,pacs@diba.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,50,POINT (1.64960678 41.363759)
Vallès Occidental,Sabadell,08208,Sí,41.5608069,2.0977664,Equipament cívic,Casal Cívic i Comunitari Sabadell - Creu Alta,"C. de Castellar del Vallès, 224",937171151,cc.sabadellcreualta@gencat.cat,dl. a dv. 09:00 - 21:00,Sí,Sí,Sí,Sí,Sí,100,POINT (2.0977664 41.5608069)
Pla de l'Estany,Banyoles,170157,Sí,42.11500611,2.7725514,Equipament cívic,Casal de barri de la Farga,"C. Barcelona, 58",972580741,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.7725514 42.11500611)
Alt Empordà,Palau de Santa Eulàlia,171194,Sí,42.17391562,2.96432076,Equipament cívic,Sala polivalent,"C. Garrigàs, 4",634079937,alcalde@palaudesantaeulalia.cat,09:00 - 24:00,Sí,Sí,Sí,Sí,Sí,30,POINT (2.96432076 42.17391562)
Barcelonès,Barcelona,080193,Sí,41.36887168,2.15616639,Espai cultural,Museu Etnològic,"Pg. Santa Madrona, s/n",NA,museuetnologic@bcn.cat,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (2.15616639 41.36887168)
Barcelonès,Barcelona,080193,Sí,41.43479887,2.2047927,Equipament cívic,Centre cívic Bon Pastor,"Pl. Robert Gerhard, 3",NA,informacio@ccbonpastor.cat,Juliol i Setembre: dl. a dv. 10:00 - 14:30 i 16:00 - 21:30 | ds. 10:00 - 14:00 i 16:00 - 20:00 || Agost: Tancat,Sí,Sí,No,Sí,Sí,,POINT (2.2047927 41.43479887)
Vallès Oriental,Sant Feliu de Codines,082107,Sí,41.68799414,2.1626238,Equipament cívic,"Centre cívic ""La Fonteta""","Pl. Josep Umbert Rosàs, s/n",938662570,ccivic.sfcodines@diba.cat,17:00 - 21:00,Sí,Sí,Sí,Sí,Sí,100,POINT (2.1626238 41.68799414)
Barcelonès,Barcelona,080193,Sí,41.42102817,2.15511579,Biblioteca,Biblioteca El Carmel - Juan Marsé,"Murtra, 135-145",NA,b.barcelona.jma@diba.cat,"Juliol i Setembre: dl., dt., dc. i dj. 09:30 - 13:30 i 15:30 - 20:00 | dv. 09:30 - 20:00 | ds. 10:00 - 14:00 || Agost: Tancat",Sí,Sí,No,Sí,Sí,,POINT (2.15511579 41.42102817)
Alt Camp,Vila-rodona,431704,Sí,41.31035224,1.35777587,Equipament cívic,Local jove,"C. Casal de Vila-rodona, s/n",NA,NA,Indefinit,Sí,No,Sí,Sí,Sí,35,POINT (1.35777587 41.31035224)
Barcelonès,Barcelona,080193,Sí,41.41464765,2.15270522,Parc densament arbrat,Park Güell,"C. Olot, 7",NA,parkguell@bsmsa.cat,dl. a dv. 10:00 - 21:00 | ds. 10:00 - 21:00 | dg. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.15270522 41.41464765)
Maresme,Tiana,082824,Sí,41.48221565,2.26924455,Biblioteca,Bilblioteca Can Baratau,"C. Lola Anglada, 10",934657741,b.tiana.cb@diba.cat,"Juny i juliol: dl., dc., dj. i dv. 15:30 - 20:00 | dt. 10:00 - 14:00 i 15:30-20:00 || Agost tancat || Setembre: dl., dc., dj. i dv. 15:30 - 20:00 | dt. 10:00 - 14:00 i 15:30-20:00 | ds. 10:00 - 14:00",Sí,Sí,Sí,Sí,Sí,200,POINT (2.26924455 41.48221565)
Priorat,"Torre de Fontaubella, la",431515,Sí,41.12465962,0.86387078,Altres,El Cafè de La Torre,"C. Major, 5",977830615,aj.tfontaubella@altanet.org,09:00 - 21:00,Sí,Sí,Sí,Sí,Sí,80,POINT (0.86387078 41.12465962)
Baix Ebre,Roquetes,431331,Sí,40.82035514,0.49592082,Parc densament arbrat,Parc Manel Domenech,Pg. Manel Cid,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (0.49592082 40.82035514)
Alt Camp,Vallmoll,431606,Sí,41.24366631,1.2489779,Biblioteca,Biblioteca Tirant lo Balnc,"C. Unió, 30",977637395,aj.vallmoll@vallmoll.cat,12:00 - 17:00,Sí,Sí,Sí,Sí,Sí,40,POINT (1.2489779 41.24366631)
Barcelonès,Barcelona,080193,Sí,41.39730463,2.20743899,Parc densament arbrat,Jardins de Poblenou,"Av. Litoral, 59-71",NA,NA,Indefinit,Sí,Sí,NA,No,NA,,POINT (2.20743899 41.39730463)
Segrià,Lleida,251207,Sí,41.61296357,0.63290668,Altres,Centre sènior de Santa Cecília,"C. Eduardo Velasco, 5",973205991,NA,09:30 - 13:00 i 16:30 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (0.63290668 41.61296357)
